id,filepath,label,subset
9573,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009008.png,toxoplasma400x,train
9574,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009017.png,toxoplasma400x,train
9575,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009018.png,toxoplasma400x,train
9576,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009025.png,toxoplasma400x,train
9577,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009027.png,toxoplasma400x,val
9578,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009028.png,toxoplasma400x,val
9579,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009035.png,toxoplasma400x,train
9580,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009036.png,toxoplasma400x,train
9581,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009065.png,toxoplasma400x,val
9582,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009066.png,toxoplasma400x,val
9583,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009073.png,toxoplasma400x,train
9584,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009075.png,toxoplasma400x,train
9585,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009076.png,toxoplasma400x,test
9586,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009083.png,toxoplasma400x,val
9587,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009084.png,toxoplasma400x,train
9588,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009093.png,toxoplasma400x,train
9589,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009094.png,toxoplasma400x,train
9590,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009097.png,toxoplasma400x,train
9591,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009103.png,toxoplasma400x,test
9592,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009104.png,toxoplasma400x,test
9593,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009113.png,toxoplasma400x,train
9594,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009114.png,toxoplasma400x,test
9595,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009121.png,toxoplasma400x,train
9596,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009123.png,toxoplasma400x,test
9597,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009124.png,toxoplasma400x,train
9598,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009131.png,toxoplasma400x,train
9599,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009132.png,toxoplasma400x,train
9600,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009141.png,toxoplasma400x,train
9601,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009142.png,toxoplasma400x,train
9602,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009145.png,toxoplasma400x,train
9603,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009161.png,toxoplasma400x,train
9604,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009162.png,toxoplasma400x,test
9605,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009169.png,toxoplasma400x,train
9606,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009172.png,toxoplasma400x,val
9607,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009179.png,toxoplasma400x,train
9608,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009189.png,toxoplasma400x,test
9609,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009190.png,toxoplasma400x,train
9610,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009199.png,toxoplasma400x,test
9611,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009209.png,toxoplasma400x,train
9612,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009210.png,toxoplasma400x,train
9613,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009219.png,toxoplasma400x,train
9614,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009220.png,toxoplasma400x,train
9615,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009227.png,toxoplasma400x,test
9616,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009228.png,toxoplasma400x,train
9617,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009237.png,toxoplasma400x,train
9618,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009241.png,toxoplasma400x,val
9619,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009247.png,toxoplasma400x,train
9620,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009248.png,toxoplasma400x,train
9621,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009258.png,toxoplasma400x,train
9622,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009267.png,toxoplasma400x,val
9623,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009268.png,toxoplasma400x,val
9624,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009275.png,toxoplasma400x,train
9625,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009276.png,toxoplasma400x,test
9626,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009285.png,toxoplasma400x,train
9627,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009289.png,toxoplasma400x,val
9628,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009295.png,toxoplasma400x,test
9629,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009296.png,toxoplasma400x,test
9630,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009305.png,toxoplasma400x,train
9631,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009306.png,toxoplasma400x,test
9632,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009313.png,toxoplasma400x,train
9633,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009315.png,toxoplasma400x,test
9634,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009323.png,toxoplasma400x,val
9635,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009324.png,toxoplasma400x,train
9636,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009333.png,toxoplasma400x,train
9637,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009337.png,toxoplasma400x,test
9638,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009343.png,toxoplasma400x,train
9639,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009354.png,toxoplasma400x,train
9640,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009361.png,toxoplasma400x,train
9641,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009363.png,toxoplasma400x,test
9642,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009364.png,toxoplasma400x,test
9643,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009371.png,toxoplasma400x,train
9644,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009372.png,toxoplasma400x,train
9645,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009381.png,toxoplasma400x,test
9646,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009385.png,toxoplasma400x,train
9647,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009391.png,toxoplasma400x,test
9648,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009392.png,toxoplasma400x,train
9649,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009401.png,toxoplasma400x,train
9650,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009402.png,toxoplasma400x,train
9651,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009409.png,toxoplasma400x,train
9652,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009411.png,toxoplasma400x,val
9653,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009412.png,toxoplasma400x,train
9654,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009419.png,toxoplasma400x,train
9655,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009429.png,toxoplasma400x,val
9656,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009439.png,toxoplasma400x,val
9657,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009440.png,toxoplasma400x,val
9658,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009450.png,toxoplasma400x,val
9659,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009457.png,toxoplasma400x,train
9660,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009459.png,toxoplasma400x,train
9661,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009460.png,toxoplasma400x,train
9662,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009478.png,toxoplasma400x,test
9663,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009481.png,toxoplasma400x,train
9664,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009487.png,toxoplasma400x,train
9665,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009497.png,toxoplasma400x,val
9666,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009507.png,toxoplasma400x,test
9667,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009508.png,toxoplasma400x,train
9668,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009536.png,toxoplasma400x,val
9669,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009555.png,toxoplasma400x,train
9670,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009563.png,toxoplasma400x,test
9671,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009574.png,toxoplasma400x,train
9672,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009577.png,toxoplasma400x,train
9673,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009584.png,toxoplasma400x,train
9674,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009593.png,toxoplasma400x,test
9675,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009594.png,toxoplasma400x,train
9676,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009603.png,toxoplasma400x,train
9677,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009604.png,toxoplasma400x,train
9678,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009611.png,toxoplasma400x,train
9679,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009612.png,toxoplasma400x,test
9680,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009621.png,toxoplasma400x,test
9681,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009622.png,toxoplasma400x,train
9682,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009625.png,toxoplasma400x,train
9683,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009631.png,toxoplasma400x,train
9684,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009632.png,toxoplasma400x,train
9685,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009641.png,toxoplasma400x,train
9686,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009649.png,toxoplasma400x,train
9687,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009651.png,toxoplasma400x,test
9688,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009652.png,toxoplasma400x,train
9689,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009659.png,toxoplasma400x,train
9690,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009673.png,toxoplasma400x,train
9691,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009679.png,toxoplasma400x,train
9692,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009680.png,toxoplasma400x,train
9693,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009689.png,toxoplasma400x,train
9694,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009690.png,toxoplasma400x,test
9695,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009697.png,toxoplasma400x,train
9696,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009699.png,toxoplasma400x,test
9697,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009717.png,toxoplasma400x,val
9698,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009718.png,toxoplasma400x,train
9699,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009738.png,toxoplasma400x,train
9700,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009748.png,toxoplasma400x,train
9701,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009755.png,toxoplasma400x,test
9702,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009756.png,toxoplasma400x,train
9703,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009765.png,toxoplasma400x,test
9704,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009766.png,toxoplasma400x,train
9705,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009775.png,toxoplasma400x,train
9706,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009776.png,toxoplasma400x,test
9707,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009785.png,toxoplasma400x,val
9708,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009786.png,toxoplasma400x,train
9709,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009795.png,toxoplasma400x,train
9710,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009796.png,toxoplasma400x,train
9711,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009803.png,toxoplasma400x,train
9712,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009813.png,toxoplasma400x,train
9713,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009814.png,toxoplasma400x,train
9714,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009824.png,toxoplasma400x,val
9715,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009841.png,toxoplasma400x,train
9716,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009843.png,toxoplasma400x,train
9717,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009844.png,toxoplasma400x,train
9718,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009852.png,toxoplasma400x,train
9719,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009861.png,toxoplasma400x,train
9720,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009862.png,toxoplasma400x,test
9721,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009865.png,toxoplasma400x,train
9722,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009871.png,toxoplasma400x,train
9723,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009891.png,toxoplasma400x,train
9724,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009892.png,toxoplasma400x,val
9725,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009899.png,toxoplasma400x,train
9726,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009900.png,toxoplasma400x,train
9727,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009909.png,toxoplasma400x,train
9728,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009920.png,toxoplasma400x,train
9729,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009929.png,toxoplasma400x,test
9730,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009930.png,toxoplasma400x,val
9731,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009937.png,toxoplasma400x,val
9732,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009939.png,toxoplasma400x,train
9733,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009940.png,toxoplasma400x,val
9734,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009947.png,toxoplasma400x,train
9735,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009948.png,toxoplasma400x,train
9736,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009957.png,toxoplasma400x,train
9737,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009961.png,toxoplasma400x,train
9738,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009967.png,toxoplasma400x,val
9739,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009968.png,toxoplasma400x,train
9740,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009977.png,toxoplasma400x,test
9741,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009978.png,toxoplasma400x,test
9742,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009985.png,toxoplasma400x,train
9743,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009987.png,toxoplasma400x,val
9744,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009988.png,toxoplasma400x,val
9745,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0009995.png,toxoplasma400x,test
9746,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010005.png,toxoplasma400x,val
9747,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010006.png,toxoplasma400x,train
9748,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010009.png,toxoplasma400x,train
9749,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010015.png,toxoplasma400x,train
9750,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010035.png,toxoplasma400x,test
9751,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010044.png,toxoplasma400x,train
9752,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010053.png,toxoplasma400x,train
9753,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010054.png,toxoplasma400x,train
9754,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010057.png,toxoplasma400x,train
9755,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010063.png,toxoplasma400x,train
9756,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010064.png,toxoplasma400x,test
9757,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010073.png,toxoplasma400x,train
9758,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010081.png,toxoplasma400x,train
9759,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010084.png,toxoplasma400x,train
9760,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010101.png,toxoplasma400x,train
9761,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010102.png,toxoplasma400x,train
9762,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010105.png,toxoplasma400x,train
9763,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010111.png,toxoplasma400x,train
9764,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010112.png,toxoplasma400x,train
9765,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010122.png,toxoplasma400x,train
9766,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010129.png,toxoplasma400x,val
9767,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010132.png,toxoplasma400x,train
9768,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010139.png,toxoplasma400x,test
9769,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010150.png,toxoplasma400x,train
9770,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010177.png,toxoplasma400x,train
9771,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010179.png,toxoplasma400x,train
9772,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010180.png,toxoplasma400x,val
9773,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010187.png,toxoplasma400x,train
9774,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010188.png,toxoplasma400x,train
9775,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010197.png,toxoplasma400x,test
9776,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010198.png,toxoplasma400x,train
9777,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010201.png,toxoplasma400x,val
9778,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010207.png,toxoplasma400x,train
9779,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010217.png,toxoplasma400x,val
9780,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010218.png,toxoplasma400x,train
9781,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010225.png,toxoplasma400x,train
9782,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010227.png,toxoplasma400x,val
9783,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010228.png,toxoplasma400x,train
9784,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010245.png,toxoplasma400x,train
9785,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010255.png,toxoplasma400x,train
9786,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010256.png,toxoplasma400x,val
9787,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010265.png,toxoplasma400x,val
9788,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010266.png,toxoplasma400x,train
9789,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010275.png,toxoplasma400x,train
9790,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010276.png,toxoplasma400x,train
9791,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010284.png,toxoplasma400x,train
9792,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010293.png,toxoplasma400x,train
9793,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010294.png,toxoplasma400x,train
9794,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010303.png,toxoplasma400x,train
9795,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010304.png,toxoplasma400x,val
9796,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010313.png,toxoplasma400x,val
9797,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010323.png,toxoplasma400x,train
9798,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010331.png,toxoplasma400x,train
9799,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010332.png,toxoplasma400x,train
9800,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010341.png,toxoplasma400x,train
9801,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010361.png,toxoplasma400x,val
9802,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010362.png,toxoplasma400x,test
9803,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010379.png,toxoplasma400x,train
9804,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010380.png,toxoplasma400x,val
9805,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010390.png,toxoplasma400x,train
9806,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010399.png,toxoplasma400x,train
9807,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010400.png,toxoplasma400x,train
9808,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010409.png,toxoplasma400x,val
9809,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010410.png,toxoplasma400x,train
9810,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010427.png,toxoplasma400x,val
9811,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010428.png,toxoplasma400x,train
9812,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010437.png,toxoplasma400x,train
9813,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010438.png,toxoplasma400x,train
9814,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010447.png,toxoplasma400x,test
9815,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010448.png,toxoplasma400x,val
9816,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010457.png,toxoplasma400x,train
9817,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010467.png,toxoplasma400x,train
9818,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010468.png,toxoplasma400x,val
9819,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010475.png,toxoplasma400x,test
9820,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010476.png,toxoplasma400x,train
9821,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010486.png,toxoplasma400x,train
9822,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010505.png,toxoplasma400x,train
9823,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010506.png,toxoplasma400x,test
9824,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010515.png,toxoplasma400x,test
9825,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010533.png,toxoplasma400x,val
9826,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010544.png,toxoplasma400x,val
9827,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010553.png,toxoplasma400x,train
9828,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010554.png,toxoplasma400x,train
9829,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010563.png,toxoplasma400x,test
9830,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010564.png,toxoplasma400x,test
9831,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010572.png,toxoplasma400x,train
9832,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010581.png,toxoplasma400x,train
9833,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010582.png,toxoplasma400x,train
9834,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010591.png,toxoplasma400x,train
9835,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010592.png,toxoplasma400x,train
9836,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010601.png,toxoplasma400x,train
9837,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010602.png,toxoplasma400x,train
9838,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010619.png,toxoplasma400x,test
9839,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010620.png,toxoplasma400x,test
9840,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010629.png,toxoplasma400x,train
9841,D:\LocalUser\42177 Project\raw\Toxoplasma400X\toxo_0010630.png,toxoplasma400x,train
